Well,Fluor,Target,Content,Sample,Biological Set Name,BioRad Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
O15,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O15,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O15,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O16,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O16,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O16,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O17,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O17,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O17,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O17,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O18,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O18,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O18,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O19,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O19,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O19,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O19,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O20,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O20,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O20,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O21,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O21,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O21,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O21,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O22,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O22,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O22,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O23,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O23,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O23,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O23,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O24,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O24,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O24,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P01,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P01,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P01,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P01,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P02,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P02,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P02,HEX,,Unkn,,,32.77507895,32.77507895,0,NaN,NaN,NaN,0,55,
P02,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P03,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P03,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P03,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P03,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P04,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P04,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P04,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P04,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P05,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P05,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P05,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P05,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P06,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P06,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P06,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P06,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P07,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P07,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P07,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P07,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P08,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P08,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P08,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P08,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P09,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P09,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P09,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P09,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P10,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P10,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P10,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P10,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P11,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P11,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P11,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P11,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P12,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P12,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P12,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P12,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P13,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P13,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P13,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P13,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P14,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P14,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P14,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P14,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P15,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P15,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P15,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P15,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P16,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P16,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P16,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P17,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P17,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P17,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P17,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P18,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P18,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P18,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P19,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P19,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P19,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P19,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P20,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P20,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P20,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P21,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P21,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P21,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P21,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P22,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P22,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P22,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P23,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P23,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P23,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P23,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P24,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P24,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
P24,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
